PERIODO,ENTIDAD,MINIMA,MEDIA,MAXIMA,PRECIPITACION
2018-08-01T00:00:00,Estado de México,9.5,16.1,22.7,223.9
2018-09-01T00:00:00,Estado de México,9.7,16.2,22.7,172.2
2018-10-01T00:00:00,Estado de México,9.1,15.6,22.1,112.6
2018-11-01T00:00:00,Estado de México,5.9,13.5,21.1,64.5
2018-12-01T00:00:00,Estado de México,4.1,13,22,4.8
2019-01-01T00:00:00,Estado de México,3,12.4,21.7,4.1
2019-02-01T00:00:00,Estado de México,4.7,14.5,24.4,5.8
2019-03-01T00:00:00,Estado de México,6.1,16.1,26.1,6.7
2019-04-01T00:00:00,Estado de México,7,16.7,26.4,7.3
2019-05-01T00:00:00,Estado de México,9.1,18.4,27.8,33.3
2019-06-01T00:00:00,Estado de México,10.5,17.7,24.8,152
2019-07-01T00:00:00,Estado de México,9.6,16.5,23.4,181.9
2019-08-01T00:00:00,Estado de México,9.5,16.4,23.3,138.5
2019-09-01T00:00:00,Estado de México,9.1,15.8,22.4,140.1
2019-10-01T00:00:00,Estado de México,9.1,15.6,22.1,133.4
2019-11-01T00:00:00,Estado de México,7.4,14.6,21.7,33.5
2019-12-01T00:00:00,Estado de México,4,12.3,20.7,1
2020-01-01T00:00:00,Estado de México,3.1,11.8,20.4,7.8
2020-02-01T00:00:00,Estado de México,5,14,23.1,8
2020-03-01T00:00:00,Estado de México,6.6,16.3,25.9,16.2
2020-04-01T00:00:00,Estado de México,8.9,17.6,26.2,29.3
2020-05-01T00:00:00,Estado de México,8.4,16.8,25.2,26.6
2020-06-01T00:00:00,Estado de México,9.4,16.8,24.2,115.6
2020-07-01T00:00:00,Estado de México,9.8,16.6,23.3,184.2
2020-08-01T00:00:00,Estado de México,9.9,16,22.2,184.5
2020-09-01T00:00:00,Estado de México,9.5,15.6,21.7,150.6
2020-10-01T00:00:00,Estado de México,5.4,14,22.6,29.2
2020-11-01T00:00:00,Estado de México,4.4,13.2,22,3.5
2020-12-01T00:00:00,Estado de México,4.7,12.8,20.9,3.3
2021-01-01T00:00:00,Estado de México,3.4,12.4,21.4,4.1
2021-02-01T00:00:00,Estado de México,3.1,13.2,23.3,0.5
2021-03-01T00:00:00,Estado de México,6.3,16.2,26,9.9
2021-04-01T00:00:00,Estado de México,7.6,16.9,26.3,18.3
2021-05-01T00:00:00,Estado de México,9.2,17.1,25,78.7
2021-06-01T00:00:00,Estado de México,10,16.1,22.2,190.3
2021-07-01T00:00:00,Estado de México,9.3,15.8,22.3,164.1
2021-08-01T00:00:00,Estado de México,9.5,15.8,22.1,179.8
2021-09-01T00:00:00,Estado de México,9.6,15.5,21.5,213.6
2021-10-01T00:00:00,Estado de México,8.5,15.4,22.4,68.5
2021-11-01T00:00:00,Estado de México,4.7,12.9,21,4.5
2021-12-01T00:00:00,Estado de México,4.6,13.3,22,1.5
2022-01-01T00:00:00,Estado de México,3.6,12.3,21,11.6
2022-02-01T00:00:00,Estado de México,4.2,13.1,22,3.3
2022-03-01T00:00:00,Estado de México,5.6,15.1,24.6,5
2022-04-01T00:00:00,Estado de México,8.1,16.7,25.4,36.1
2022-05-01T00:00:00,Estado de México,9,17.9,26.8,39
2022-06-01T00:00:00,Estado de México,9.6,16.4,23.2,154.1
2022-07-01T00:00:00,Estado de México,10,16.6,23.2,178.2
2022-08-01T00:00:00,Estado de México,9.8,16.1,22.3,173.7
2022-09-01T00:00:00,Estado de México,10.1,15.9,21.7,150.5
2022-10-01T00:00:00,Estado de México,8.5,15.4,22.4,69
2022-11-01T00:00:00,Estado de México,7.1,14.7,22.3,23.2
2022-12-01T00:00:00,Estado de México,5.5,13.1,20.7,5.6
2023-01-01T00:00:00,Estado de México,3.1,12.2,21.3,0.7
2023-02-01T00:00:00,Estado de México,3.9,13.4,22.8,1.1
2023-03-01T00:00:00,Estado de México,6.6,15.7,24.9,17.6
2023-04-01T00:00:00,Estado de México,8.2,16.5,24.8,18.7
2023-05-01T00:00:00,Estado de México,9.5,17.6,25.7,80.2
2023-06-01T00:00:00,Estado de México,9.8,18.4,26.9,35.6
2023-07-01T00:00:00,Estado de México,10.2,16.9,23.5,190.2
2023-08-01T00:00:00,Estado de México,10.1,16.5,22.8,169.3
2023-09-01T00:00:00,Estado de México,9.4,16.6,23.7,75.5
2023-10-01T00:00:00,Estado de México,9.2,15.8,22.4,110
2023-11-01T00:00:00,Estado de México,6.9,14.5,22.1,77.5
2023-12-01T00:00:00,Estado de México,5.4,12.1,18.7,15.2
2024-01-01T00:00:00,Estado de México,4.4,12.9,21.4,2.1
2024-02-01T00:00:00,Estado de México,4.1,13.9,23.6,20.6
2024-03-01T00:00:00,Estado de México,6.4,16.4,26.5,0.1
2024-04-01T00:00:00,Estado de México,8.9,17.7,26.6,8.8
2024-05-01T00:00:00,Estado de México,11.6,20.5,29.5,25.3
2024-06-01T00:00:00,Estado de México,11.4,18.3,25.3,160.3
2024-07-01T00:00:00,Estado de México,11,16.8,22.5,267.3
2024-08-01T00:00:00,Estado de México,10.6,16.7,22.7,258.8
2024-09-01T00:00:00,Estado de México,11.4,16.8,22.3,232.8
2024-10-01T00:00:00,Estado de México,7.8,14.5,21.2,54.6
2024-11-01T00:00:00,Estado de México,5.2,13.9,22.6,13.1
2024-12-01T00:00:00,Estado de México,4.7,13.1,21.5,3.2
2025-01-01T00:00:00,Estado de México,4.9,13.1,21.3,30.5
2025-02-01T00:00:00,Estado de México,6,14.5,22.9,19.3
2025-03-01T00:00:00,Estado de México,6.8,16.3,25.7,2.7
2025-04-01T00:00:00,Estado de México,7,16.6,26.2,4.6
2025-05-01T00:00:00,Estado de México,10.7,18.5,26.4,110
2025-06-01T00:00:00,Estado de México,11.6,17,22.3,259.1
2025-07-01T00:00:00,Estado de México,10.2,16.4,22.6,152.9
2025-08-01T00:00:00,Estado de México,10.6,16.8,23.1,189.7
2025-09-01T00:00:00,Estado de México,11,17.1,23.1,200.4
